Count,Genus,Species,Location,Lat,Lon,Day,Month,Year,Date,Code,Bsal,Bd,RV,Fate,Notes
1,Alytes,obstetricans,Inner perimeter,41.665035,2.530639,3,9,2018,9/3/2018,DF0359,0,0,0,Removed,
1,Alytes,obstetricans,Inner perimeter,41.665035,2.530639,3,9,2018,9/3/2018,DF0340,0,0,0,Removed,
1,Pelobates ,cultripes,Inner perimeter,41.665035,2.530639,8,9,2018,9/8/2018,DF0341,0,0,0,Removed,
1,Pelobates ,cultripes,Inner perimeter,41.665035,2.530639,8,9,2018,9/8/2018,DF0342,0,0,0,Removed,
1,Pelobates ,cultripes,Inner perimeter,41.665035,2.530639,8,9,2018,9/8/2018,DF0343,0,0,0,Removed,
1,Pelobates ,cultripes,Inner perimeter,41.665035,2.530639,8,9,2018,9/8/2018,DF0344,0,0,0,Removed,
1,Pelobates ,cultripes,Inner perimeter,41.665035,2.530639,8,9,2018,9/8/2018,DF0345,0,0,0,Removed,
1,Pelobates ,cultripes,Inner perimeter,41.665035,2.530639,8,9,2018,9/8/2018,DF0346,0,0,0,Removed,
0,,,Inner perimeter,41.665035,2.530639,10,9,2018,9/10/2018,,,,,,
1,Pelobates ,cultripes,Inner perimeter,41.665035,2.530639,12,9,2018,9/12/2018,DF0347,0,0,0,Removed,
1,Pelobates ,cultripes,Inner perimeter,41.665035,2.530639,12,9,2018,9/12/2018,DF0348,0,0,0,Removed,
1,Pelobates ,cultripes,Inner perimeter,41.665035,2.530639,12,9,2018,9/12/2018,DF0349,0,0,0,Removed,
1,Pelobates ,cultripes,Inner perimeter,41.665035,2.530639,12,9,2018,9/12/2018,DF0350,0,0,0,Removed,
1,Pelobates ,cultripes,Inner perimeter,41.665035,2.530639,12,9,2018,9/12/2018,DF0351,0,0,0,Removed,
1,Pelobates ,cultripes,Inner perimeter,41.665035,2.530639,12,9,2018,9/12/2018,DF0352,0,0,0,Removed,
0,,,Inner perimeter,41.665035,2.530639,17,9,2018,9/17/2018,,,,,,
0,,,Inner perimeter,41.665035,2.530639,20,9,2018,9/20/2018,,,,,,
0,,,Inner perimeter,41.665035,2.530639,24,9,2018,9/24/2018,,,,,,
1,Alytes,obstetricans,Inner perimeter,41.665035,2.530639,26,9,2018,9/26/2018,DF0356,0,0,0,Removed,
1,Alytes,obstetricans,Inner perimeter,41.665035,2.530639,26,9,2018,9/26/2018,DF0357,0,0,0,Removed,
1,Alytes,obstetricans,Inner perimeter,41.665035,2.530639,26,9,2018,9/26/2018,DF0358,0,0,0,Removed,
1,Pelophylax,sp.,Inner perimeter,41.665035,2.530639,26,9,2018,9/26/2018,DF0353,0,0,0,Removed,
1,Pelophylax,sp.,Inner perimeter,41.665035,2.530639,26,9,2018,9/26/2018,DF0354,0,0,0,Removed,
1,Pelophylax,sp.,Inner perimeter,41.665035,2.530639,26,9,2018,9/26/2018,DF0355,0,0,0,Removed,
0,,,Inner perimeter,41.665035,2.530639,4,10,2018,10/4/2018,,,,,,
0,,,Inner perimeter,41.665035,2.530639,7,10,2018,10/7/2018,,,,,,
0,,,Inner perimeter,41.665035,2.530639,11,10,2018,10/11/2018,,,,,,
0,,,Inner perimeter,41.665035,2.530639,14,10,2018,10/14/2018,,,,,,
1,Alytes,obstetricans,2 KM Buffer,41.665035,2.530639,15,10,2018,10/15/2018,DF0362,0,0,0,Returned,
1,Alytes ,obstetricans,2 KM Buffer,41.665035,2.530639,15,10,2018,10/15/2018,DF0404,0,0,0,Returned,
1,Bufo,spinosus,2 KM Buffer,41.665035,2.530639,15,10,2018,10/15/2018,DF0383,0,0,0,Returned,
1,Bufo,spinosus,2 KM Buffer,41.665035,2.530639,15,10,2018,10/15/2018,DF0396,0,0,0,Returned,
1,Ichthyosaura ,alpestris,Park 1–10,41.66523,2.53082,15,10,2018,10/15/2018,DF0425,0,0,0,Removed,
1,Ichthyosaura ,alpestris,Park 1–10,41.66523,2.53082,15,10,2018,10/15/2018,DF0426,0,0,0,Removed,
1,Pelobates,cultripes,2 KM Buffer,41.665035,2.530639,15,10,2018,10/15/2018,DF0378,0,0,0,Returned,
1,Pelophylax,sp.,2 KM Buffer,41.665035,2.530639,15,10,2018,10/15/2018,DF0373,0,0,0,Returned,
1,Pelophylax,sp.,2 KM Buffer,41.665035,2.530639,15,10,2018,10/15/2018,DF0374,0,0,0,Returned,
1,Pelophylax,sp.,2 KM Buffer,41.665035,2.530639,15,10,2018,10/15/2018,DF0375,0,0,0,Returned,
1,Pelophylax,sp.,2 KM Buffer,41.665035,2.530639,15,10,2018,10/15/2018,DF0376,0,0,0,Returned,
1,Pelophylax,sp.,2 KM Buffer,41.665035,2.530639,15,10,2018,10/15/2018,DF0377,0,0,0,Returned,
1,Pelophylax,sp.,2 KM Buffer,41.665035,2.530639,15,10,2018,10/15/2018,DF0380,0,0,0,Returned,
1,Pelophylax,sp.,2 KM Buffer,41.665035,2.530639,15,10,2018,10/15/2018,DF0381,0,0,0,Returned,
1,Pelophylax,sp.,2 KM Buffer,41.665035,2.530639,15,10,2018,10/15/2018,DF0382,0,0,0,Returned,
1,Pelophylax,sp.,2 KM Buffer,41.665035,2.530639,15,10,2018,10/15/2018,DF0385,0,0,0,Returned,
1,Pelophylax,sp.,2 KM Buffer,41.665035,2.530639,15,10,2018,10/15/2018,DF0397,0,0,0,Returned,
1,Salamandra,salamandra,2 KM Buffer,41.665035,2.530639,15,10,2018,10/15/2018,DF0359,0,0,0,Returned,
1,Salamandra,salamandra,2 KM Buffer,41.665035,2.530639,15,10,2018,10/15/2018,DF0360,0,0,0,Returned,
1,Salamandra,salamandra,2 KM Buffer,41.665035,2.530639,15,10,2018,10/15/2018,DF0361,0,0,0,Returned,
1,Salamandra,salamandra,2 KM Buffer,41.665035,2.530639,15,10,2018,10/15/2018,DF0384,0,0,0,Returned,
1,Salamandra,salamandra,2 KM Buffer,41.665035,2.530639,15,10,2018,10/15/2018,DF0386,0,0,0,Returned,
1,Salamandra,salamandra,2 KM Buffer,41.665035,2.530639,15,10,2018,10/15/2018,DF0387,0,0,0,Returned,
1,Salamandra,salamandra,2 KM Buffer,41.665035,2.530639,15,10,2018,10/15/2018,DF0388,0,0,0,Returned,
1,Salamandra,salamandra,2 KM Buffer,41.665035,2.530639,15,10,2018,10/15/2018,DF0389,0,0,0,Returned,
1,Salamandra,salamandra,2 KM Buffer,41.665035,2.530639,15,10,2018,10/15/2018,DF0390,0,0,0,Returned,
1,Salamandra,salamandra,2 KM Buffer,41.665035,2.530639,15,10,2018,10/15/2018,DF0391,0,0,0,Returned,
1,Salamandra,salamandra,2 KM Buffer,41.665035,2.530639,15,10,2018,10/15/2018,DF0392,0,0,0,Returned,
1,Salamandra,salamandra,2 KM Buffer,41.665035,2.530639,15,10,2018,10/15/2018,DF0393,0,0,0,Returned,
1,Salamandra,salamandra,2 KM Buffer,41.665035,2.530639,15,10,2018,10/15/2018,DF0394,0,0,0,Returned,
1,Salamandra,salamandra,2 KM Buffer,41.665035,2.530639,15,10,2018,10/15/2018,DF0395,0,0,0,Returned,
1,Salamandra,salamandra,2 KM Buffer,41.665035,2.530639,15,10,2018,10/15/2018,DF0401,0,0,0,Returned,
1,Salamandra,salamandra,2 KM Buffer,41.665035,2.530639,15,10,2018,10/15/2018,DF0402,0,0,0,Returned,
1,Salamandra ,salamandra,Park 1–10,41.66523,2.53082,15,10,2018,10/15/2018,DF0432,0,0,0,Removed,
1,Salamandra ,salamandra,Park 1–10,41.66523,2.53082,15,10,2018,10/15/2018,DF0433,0,0,0,Removed,
1,Salamandra ,salamandra,Park 1–10,41.66523,2.53082,15,10,2018,10/15/2018,DF0434,0,462,0,Removed,
1,Salamandra ,salamandra,Park 1–10,41.66523,2.53082,15,10,2018,10/15/2018,DF0435,0,288,0,Removed,
1,Salamandra ,salamandra,Park 1–10,41.66523,2.53082,15,10,2018,10/15/2018,DF0436,0,107,0,Removed,
1,Triturus,anatolicus,Park 1–10,41.66523,2.53082,15,10,2018,10/15/2018,DF0428,0,0,0,Removed,
1,Triturus,anatolicus,Park 1–10,41.66523,2.53082,15,10,2018,10/15/2018,DF0430,0,0,0,Removed,
1,Triturus,anatolicus x marmoratus,Park 1–10,41.66523,2.53082,15,10,2018,10/15/2018,DF0429,0,0,0,Removed,
1,Triturus,marmoratus,2 KM Buffer,41.665035,2.530639,15,10,2018,10/15/2018,DF0363,0,0,0,Returned,
1,Triturus,marmoratus,2 KM Buffer,41.665035,2.530639,15,10,2018,10/15/2018,DF0364,0,0,0,Returned,
1,Triturus,marmoratus,2 KM Buffer,41.665035,2.530639,15,10,2018,10/15/2018,DF0365,0,0,0,Returned,
1,Triturus,marmoratus,2 KM Buffer,41.665035,2.530639,15,10,2018,10/15/2018,DF0366,0,0,0,Returned,
1,Triturus,marmoratus,2 KM Buffer,41.665035,2.530639,15,10,2018,10/15/2018,DF0367,0,0,0,Returned,
1,Triturus,marmoratus,2 KM Buffer,41.665035,2.530639,15,10,2018,10/15/2018,DF0368,0,0,0,Returned,
1,Triturus,marmoratus,2 KM Buffer,41.665035,2.530639,15,10,2018,10/15/2018,DF0369,0,0,0,Returned,
1,Triturus,marmoratus,2 KM Buffer,41.665035,2.530639,15,10,2018,10/15/2018,DF0370,0,0,0,Returned,
1,Triturus,marmoratus,2 KM Buffer,41.665035,2.530639,15,10,2018,10/15/2018,DF0371,0,0,0,Returned,
1,Triturus,marmoratus,2 KM Buffer,41.665035,2.530639,15,10,2018,10/15/2018,DF0372,0,0,0,Returned,
1,Triturus,marmoratus,2 KM Buffer,41.665035,2.530639,15,10,2018,10/15/2018,DF0379,0,0,0,Returned,
1,Triturus,marmoratus,2 KM Buffer,41.665035,2.530639,15,10,2018,10/15/2018,DF0398,0,0,0,Returned,
1,Triturus,marmoratus,2 KM Buffer,41.665035,2.530639,15,10,2018,10/15/2018,DF0399,0,0,0,Returned,
1,Triturus,marmoratus,2 KM Buffer,41.665035,2.530639,15,10,2018,10/15/2018,DF0400,0,0,0,Returned,
1,Triturus,marmoratus,2 KM Buffer,41.665035,2.530639,15,10,2018,10/15/2018,DF0403,0,0,0,Returned,
1,Triturus,marmoratus,2 KM Buffer,41.665035,2.530639,15,10,2018,10/15/2018,DF0405,0,0,0,Returned,
1,Triturus,marmoratus,Park 1–10,41.66523,2.53082,15,10,2018,10/15/2018,DF0427,0,0,0,Returned,
1,Triturus,marmoratus,Park 1–10,41.66523,2.53082,15,10,2018,10/15/2018,DF0431,0,0,0,Returned,
0,,,Inner perimeter,41.665035,2.530639,18,10,2018,10/18/2018,,,,,,
0,,,Inner perimeter,41.665035,2.530639,21,10,2018,10/21/2018,,,,,,
0,,,Inner perimeter,41.665035,2.530639,25,10,2018,10/25/2018,,,,,,
0,,,Inner perimeter,41.665035,2.530639,28,10,2018,10/28/2018,,,,,,
0,,,Inner perimeter,41.665035,2.530639,1,11,2018,11/1/2018,,,,,,
0,,,Inner perimeter,41.665035,2.530639,4,11,2018,11/4/2018,,,,,,
0,,,Inner perimeter,41.665035,2.530639,8,11,2018,11/8/2018,,,,,,
0,,,Inner perimeter,41.665035,2.530639,11,11,2018,11/11/2018,,,,,,
0,,,Inner perimeter,41.665035,2.530639,15,11,2018,11/15/2018,,,,,,
1,Bufo,spinosus,Inner perimeter,41.665035,2.530639,18,11,2018,11/18/2018,DF0438,0,0,0,Removed,
1,Triturus,marmoratus,Inner perimeter,41.665035,2.530639,18,11,2018,11/18/2018,DF0439,0,0,0,Removed,
1,Triturus,marmoratus,Inner perimeter,41.665035,2.530639,18,11,2018,11/18/2018,DF0440,0,0,0,Removed,
1,Triturus,marmoratus,Inner perimeter,41.665035,2.530639,18,11,2018,11/18/2018,DF0441,0,0,0,Removed,
1,Triturus,marmoratus,Inner perimeter,41.665035,2.530639,18,11,2018,11/18/2018,DF0442,0,0,0,Removed,
1,Triturus,marmoratus,Inner perimeter,41.665035,2.530639,18,11,2018,11/18/2018,DF0443,0,0,0,Removed,
1,Triturus,marmoratus,Inner perimeter,41.665035,2.530639,18,11,2018,11/18/2018,DF0444,0,0,0,Removed,
1,Triturus,marmoratus,Inner perimeter,41.665035,2.530639,19,11,2018,11/19/2018,DF0445,0,0,0,Removed,
1,Triturus,marmoratus,Inner perimeter,41.665035,2.530639,19,11,2018,11/19/2018,DF0446,0,0,0,Removed,
0,,,Inner perimeter,41.665035,2.530639,25,11,2018,11/25/2018,,,,,,
1,Pelophylax,sp.,Inner perimeter,41.665035,2.530639,29,11,2018,11/29/2018,DF0447,0,0,0,Removed,
1,Ichthyosaura ,alpestris,Inner perimeter,41.665035,2.530639,2,12,2018,12/2/2018,DF0448,0,0,0,Removed,
1,Ichthyosaura ,alpestris,Inner perimeter,41.665035,2.530639,2,12,2018,12/2/2018,DF0449,0,0,0,Removed,
1,Ichthyosaura ,alpestris,Inner perimeter,41.665035,2.530639,6,12,2018,12/6/2018,DF0453,0,0,0,Removed,
1,Ichthyosaura ,alpestris,Inner perimeter,41.665035,2.530639,6,12,2018,12/6/2018,DF0454,0,0,0,Removed,
1,Ichthyosaura ,alpestris,Inner perimeter,41.665035,2.530639,6,12,2018,12/6/2018,DF0455,0,0,0,Removed,
1,Triturus,marmoratus,Inner perimeter,41.665035,2.530639,6,12,2018,12/6/2018,DF0450,0,0,0,Removed,
1,Triturus,marmoratus,Inner perimeter,41.665035,2.530639,6,12,2018,12/6/2018,DF0451,0,0,0,Removed,
1,Triturus,marmoratus,Inner perimeter,41.665035,2.530639,6,12,2018,12/6/2018,DF0452,0,0,0,Removed,
0,,,Inner perimeter,41.665035,2.530639,9,12,2018,12/9/2018,,,,,,
0,,,Inner perimeter,41.665035,2.530639,13,12,2018,12/13/2018,,,,,,
0,,,Inner perimeter,41.665035,2.530639,16,12,2018,12/16/2018,,,,,,
0,,,Inner perimeter,41.665035,2.530639,20,12,2018,12/20/2018,,,,,,
0,,,Inner perimeter,41.665035,2.530639,23,12,2018,12/23/2018,,,,,,
0,,,Inner perimeter,41.665035,2.530639,28,12,2018,12/28/2018,,,,,,
0,,,Inner perimeter,41.665035,2.530639,30,12,2018,12/30/2018,,,,,,
0,,,Inner perimeter,41.665035,2.530639,2,1,2019,1/2/2019,,,,,,
0,,,Inner perimeter,41.665035,2.530639,5,1,2019,1/5/2019,,,,,,
0,,,Inner perimeter,41.665035,2.530639,6,1,2019,1/6/2019,,,,,,
0,,,Inner perimeter,41.665035,2.530639,10,1,2019,1/10/2019,,,,,,
0,,,Inner perimeter,41.665035,2.530639,13,1,2019,1/13/2019,,,,,,
0,,,Inner perimeter,41.665035,2.530639,16,1,2019,1/16/2019,,,,,,
0,,,Inner perimeter,41.665035,2.530639,20,1,2019,1/20/2019,,,,,,
1,Ichthyosaura ,alpestris,Inner perimeter,41.665035,2.530639,24,1,2019,1/24/2019,DF0456,0,0,0,Removed,
0,,,Inner perimeter,41.665035,2.530639,27,1,2019,1/27/2019,,,,,,
0,,,Inner perimeter,41.665035,2.530639,30,1,2019,1/30/2019,,,,,,
1,Bufo ,spinosus,Inner perimeter,41.665035,2.530639,3,2,2019,2/3/2019,DF0457,0,0,0,Removed,
1,Bufo ,spinosus,Inner perimeter,41.665035,2.530639,9,2,2019,2/9/2019,DF0462,0,0,0,Removed,
1,Bufo ,spinosus,Inner perimeter,41.665035,2.530639,9,2,2019,2/9/2019,DF0463,0,0,0,Removed,
1,Ichthyosaura ,alpestris,Inner perimeter,41.665035,2.530639,9,2,2019,2/9/2019,DF0464,0,0,0,Removed,
1,Ichthyosaura ,alpestris,Inner perimeter,41.665035,2.530639,9,2,2019,2/9/2019,DF0465,0,0,0,Removed,
1,Ichthyosaura ,alpestris,Inner perimeter,41.665035,2.530639,9,2,2019,2/9/2019,DF0466,0,0,0,Removed,
1,Triturus ,marmoratus,Inner perimeter,41.665035,2.530639,9,2,2019,2/9/2019,DF0467,0,0,0,Removed,
1,Bufo ,spinosus,Park 1–10,41.66523,2.53082,9,2,2019,2/9/2019,CM0002,0,0,0,Returned,
1,Ichthyosaura ,alpestris,Park 1–10,41.66523,2.53082,9,2,2019,2/9/2019,DF0458,0,0,0,Removed,
1,Ichthyosaura ,alpestris,Park 1–10,41.66523,2.53082,9,2,2019,2/9/2019,DF0459,0,0,0,Removed,
1,Ichthyosaura ,alpestris,Park 1–10,41.66523,2.53082,9,2,2019,2/9/2019,DF0460,0,0,0,Removed,
1,Ichthyosaura ,alpestris,Park 1–10,41.66523,2.53082,9,2,2019,2/9/2019,DF0461,0,0,0,Removed,
1,Salamandra,salamandra,Park 1–10,41.66523,2.53082,9,2,2019,2/9/2019,CM0004,0,0,0,Returned,
1,Triturus,anatolicus,Park 1–10,41.66523,2.53082,9,2,2019,2/9/2019,CM0003,0,0,0,Removed,
1,Triturus ,anatolicus,Park 1–10,41.66523,2.53082,9,2,2019,2/9/2019,CM0005,0,0,0,Removed,
1,Triturus ,anatolicus,Park 1–10,41.66523,2.53082,9,2,2019,2/9/2019,CM0006,0,0,0,Removed,
1,Triturus ,anatolicus,Park 1–10,41.66523,2.53082,9,2,2019,2/9/2019,CM0015,0,0,0,Removed,
1,Triturus ,anatolicus,Park 1–10,41.66523,2.53082,9,2,2019,2/9/2019,CM0017,0,0,0,Removed,
1,Triturus ,anatolicus x marmoratus,Park 1–10,41.66523,2.53082,9,2,2019,2/9/2019,CM0007,0,0,0,Removed,
1,Triturus ,anatolicus x marmoratus,Park 1–10,41.66523,2.53082,9,2,2019,2/9/2019,CM0008,0,0,0,Removed,
1,Triturus ,anatolicus x marmoratus,Park 1–10,41.66523,2.53082,9,2,2019,2/9/2019,CM0009,0,0,0,Removed,
1,Triturus ,anatolicus x marmoratus,Park 1–10,41.66523,2.53082,9,2,2019,2/9/2019,CM0016,0,0,0,Removed,
1,Triturus ,marmoratus,Park 1–10,41.66523,2.53082,9,2,2019,2/9/2019,CM0010,0,0,0,Removed,
1,Triturus ,marmoratus,Park 1–10,41.66523,2.53082,9,2,2019,2/9/2019,CM0011,0,0,0,Removed,
1,Triturus ,marmoratus,Park 1–10,41.66523,2.53082,9,2,2019,2/9/2019,CM0012,0,0,0,Removed,
1,Triturus ,marmoratus,Park 1–10,41.66523,2.53082,9,2,2019,2/9/2019,CM0013,0,0,0,Removed,
1,Triturus ,marmoratus,Park 1–10,41.66523,2.53082,9,2,2019,2/9/2019,CM0014,0,0,0,Removed,
1,Triturus ,marmoratus,Park 1–10,41.66523,2.53082,9,2,2019,2/9/2019,CM0018,0,0,0,Removed,
0,,,Inner perimeter,41.665035,2.530639,12,2,2019,2/12/2019,,,,,,
0,,,Inner perimeter,41.665035,2.530639,14,2,2019,2/14/2019,,,,,,
1,Triturus ,marmoratus,Inner perimeter,41.665035,2.530639,17,2,2019,2/17/2019,DF0468,0,0,0,Removed,
1,Triturus ,marmoratus,Inner perimeter,41.665035,2.530639,21,2,2019,2/21/2019,DF0469,0,0,0,Removed,
1,Triturus ,marmoratus,Inner perimeter,41.665035,2.530639,21,2,2019,2/21/2019,DF0470,0,0,0,Removed,
1,Alytes,obstetricans,Inner perimeter,41.665035,2.530639,24,2,2019,2/24/2019,DF0472,0,0,0,Removed,
1,Bufo ,spinosus,Inner perimeter,41.665035,2.530639,24,2,2019,2/24/2019,DF0471,0,0,0,Removed,
1,Ichthyosaura ,alpestris,Inner perimeter,41.665035,2.530639,24,2,2019,2/24/2019,DF0473,0,0,0,Removed,
1,Bufo ,spinosus,Inner perimeter,41.665035,2.530639,28,2,2019,2/28/2019,DF0474,0,0,0,Removed,
1,Pelophylax,sp.,Inner perimeter,41.665035,2.530639,28,2,2019,2/28/2019,DF0475,0,0,0,Removed,
1,Bufo ,spinosus,Inner perimeter,41.665035,2.530639,2,3,2019,3/2/2019,DF0476,0,0,0,Removed,
1,Bufo ,spinosus,Inner perimeter,41.665035,2.530639,2,3,2019,3/2/2019,DF0477,0,0,0,Removed,
1,Bufo ,spinosus,Inner perimeter,41.665035,2.530639,2,3,2019,3/2/2019,DF0478,0,0,0,Removed,
1,Bufo ,spinosus,Inner perimeter,41.665035,2.530639,2,3,2019,3/2/2019,DF0479,0,0,0,Removed,
1,Bufo ,spinosus,Inner perimeter,41.665035,2.530639,2,3,2019,3/2/2019,DF0480,0,0,0,Removed,
1,Ichthyosaura ,alpestris,Inner perimeter,41.665035,2.530639,2,3,2019,3/2/2019,DF0484,0,0,0,Removed,
1,Triturus ,marmoratus,Inner perimeter,41.665035,2.530639,2,3,2019,3/2/2019,DF0481,0,0,0,Removed,
1,Triturus ,marmoratus,Inner perimeter,41.665035,2.530639,2,3,2019,3/2/2019,DF0482,0,0,0,Removed,
1,Triturus ,marmoratus,Inner perimeter,41.665035,2.530639,2,3,2019,3/2/2019,DF0483,0,0,0,Removed,
1,Alytes,obstetricans,Inner perimeter,41.665035,2.530639,7,3,2019,3/7/2019,DF0489,0,0,0,Removed,
1,Bufo ,spinosus,Inner perimeter,41.665035,2.530639,7,3,2019,3/7/2019,DF0485,0,0,0,Removed,
1,Bufo ,spinosus,Inner perimeter,41.665035,2.530639,7,3,2019,3/7/2019,DF0486,0,0,0,Removed,
1,Bufo ,spinosus,Inner perimeter,41.665035,2.530639,7,3,2019,3/7/2019,DF0487,0,0,0,Removed,
1,Bufo ,spinosus,Inner perimeter,41.665035,2.530639,7,3,2019,3/7/2019,DF0488,0,0,0,Removed,
1,Triturus ,marmoratus,Inner perimeter,41.665035,2.530639,7,3,2019,3/7/2019,DF0490,0,0,0,Removed,
1,Triturus ,marmoratus,Inner perimeter,41.665035,2.530639,7,3,2019,3/7/2019,DF0491,0,0,0,Removed,
1,Triturus ,marmoratus,Inner perimeter,41.665035,2.530639,7,3,2019,3/7/2019,DF0492,0,0,0,Removed,
1,Triturus ,marmoratus,Inner perimeter,41.665035,2.530639,7,3,2019,3/7/2019,DF0493,0,0,0,Removed,
1,Triturus ,marmoratus,Inner perimeter,41.665035,2.530639,7,3,2019,3/7/2019,DF0494,0,0,0,Removed,
1,Triturus ,marmoratus,Inner perimeter,41.665035,2.530639,7,3,2019,3/7/2019,DF0495,0,0,0,Removed,
1,Triturus ,marmoratus,Inner perimeter,41.665035,2.530639,7,3,2019,3/7/2019,DF0496,0,0,0,Removed,
1,Triturus ,marmoratus,Inner perimeter,41.665035,2.530639,7,3,2019,3/7/2019,DF0497,0,0,0,Removed,
1,Triturus ,marmoratus,Inner perimeter,41.665035,2.530639,7,3,2019,3/7/2019,DF0498,0,0,0,Removed,
1,Triturus ,marmoratus,Inner perimeter,41.665035,2.530639,7,3,2019,3/7/2019,DF0499,0,0,0,Removed,
0,,,Inner perimeter,41.665035,2.530639,9,3,2019,3/9/2019,,,,,,
1,Ichthyosaura ,alpestris,Inner perimeter,41.665035,2.530639,13,3,2019,3/13/2019,DF0551,0,0,0,Removed,
1,Ichthyosaura ,alpestris,Inner perimeter,41.665035,2.530639,13,3,2019,3/13/2019,DF0552,0,0,0,Removed,
1,Ichthyosaura ,alpestris,Inner perimeter,41.665035,2.530639,13,3,2019,3/13/2019,DF0553,0,0,0,Removed,
1,Ichthyosaura ,alpestris,Inner perimeter,41.665035,2.530639,13,3,2019,3/13/2019,DF0554,0,0,0,Removed,
1,Ichthyosaura ,alpestris,Inner perimeter,41.665035,2.530639,13,3,2019,3/13/2019,DF0555,0,0,0,Removed,
1,Salamandra,salamandra,Inner perimeter,41.665035,2.530639,13,3,2019,3/13/2019,DF0543,0,0,0,Removed,
1,Salamandra,salamandra,Inner perimeter,41.665035,2.530639,13,3,2019,3/13/2019,DF0544,2600,0,0,Removed,
1,Triturus ,marmoratus,Inner perimeter,41.665035,2.530639,13,3,2019,3/13/2019,DF0502,0,0,0,Removed,
1,Triturus ,marmoratus,Inner perimeter,41.665035,2.530639,13,3,2019,3/13/2019,DF0503,0,0,0,Removed,
1,Triturus ,marmoratus,Inner perimeter,41.665035,2.530639,13,3,2019,3/13/2019,DF0508,0,0,0,Removed,
1,Triturus ,marmoratus,Inner perimeter,41.665035,2.530639,13,3,2019,3/13/2019,DF0509,0,0,0,Removed,
1,Triturus ,marmoratus,Inner perimeter,41.665035,2.530639,13,3,2019,3/13/2019,DF0510,0,0,0,Removed,
1,Triturus ,marmoratus,Inner perimeter,41.665035,2.530639,13,3,2019,3/13/2019,DF0518,0,0,0,Removed,
1,Triturus ,marmoratus,Inner perimeter,41.665035,2.530639,13,3,2019,3/13/2019,DF0519,0,0,0,Removed,
1,Triturus ,marmoratus,Inner perimeter,41.665035,2.530639,13,3,2019,3/13/2019,DF0520,400,0,0,Removed,
1,Triturus ,marmoratus,Inner perimeter,41.665035,2.530639,13,3,2019,3/13/2019,DF0528,0,0,0,Removed,
1,Triturus ,marmoratus,Inner perimeter,41.665035,2.530639,13,3,2019,3/13/2019,DF0529,138,0,0,Removed,
1,Triturus ,marmoratus,Inner perimeter,41.665035,2.530639,13,3,2019,3/13/2019,DF0530,0,0,0,Removed,
1,Triturus ,marmoratus,Inner perimeter,41.665035,2.530639,13,3,2019,3/13/2019,DF0532,4520,0,0,Removed,
1,Triturus ,marmoratus,Inner perimeter,41.665035,2.530639,13,3,2019,3/13/2019,DF0534,0,0,0,Removed,
1,Triturus ,marmoratus,Inner perimeter,41.665035,2.530639,13,3,2019,3/13/2019,DF0536,98,0,0,Removed,
1,Alytes,obstetricans,Inner perimeter,41.665035,2.530639,16,3,2019,3/16/2019,DF0563,0,0,0,Removed,
1,Ichthyosaura ,alpestris,Inner perimeter,41.665035,2.530639,16,3,2019,3/16/2019,DF0561,0,0,0,Removed,
1,Ichthyosaura ,alpestris,Inner perimeter,41.665035,2.530639,16,3,2019,3/16/2019,DF0562,0,0,0,Removed,
